CustomerKey,Age,Gender,NumberCarsOwned,HouseOwnerFlag,YearlyIncome,MaritalStatus,FirstPurchaseAmount,LifetimeSales
16970,47,0,2,1,80000,1,484.6,23170.868
16987,54,0,4,0,110000,0,14.3565,36343.571
16988,53,0,4,0,110000,0,1125.8845,32790.6905
17001,86,1,2,0,60000,0,1497.68,19154.067
17002,85,1,2,1,60000,1,879.59,25169.238
17019,79,1,3,1,30000,0,1164.0825,46620.263
17020,78,1,3,1,40000,1,0,23966.11
17037,76,0,2,0,40000,0,2037.87,25996.708
17038,75,0,2,1,70000,1,219,20897.388
17051,73,0,1,1,80000,1,100.99,25766.617
17052,73,0,2,0,60000,0,163,19140.361
17055,72,1,1,1,70000,1,163,25356.636
17069,54,1,0,0,80000,0,2064.55,21400.636
17070,51,0,1,0,80000,0,160,23672.226
17087,45,1,1,1,40000,0,163,23151.137
17088,45,1,1,0,40000,0,163,20210.147
17102,46,0,2,0,40000,0,163,23385.739
17105,46,1,2,1,60000,1,759.87,22096.978
17119,68,1,2,1,80000,1,7.192,21696.025
17120,69,0,2,1,80000,0,7.192,20737.5105
17137,67,1,2,1,70000,1,7.192,23712.089
17138,65,1,3,0,100000,0,1462.288,24071.0745
17152,61,1,1,0,40000,0,160,22119.491
17155,56,1,1,0,70000,0,160,22171.713
17169,62,1,1,1,60000,1,190,23936.841
17170,63,0,1,0,60000,1,190,22078.844
17187,64,1,1,1,60000,1,160,22475.241
17188,64,0,0,1,60000,1,160,19329.22
17202,54,0,0,1,80000,1,7.192,21778.614
17205,54,0,0,1,100000,1,7.192,24116.9725
17219,56,1,4,1,70000,1,7.192,19760.7185
17220,57,0,3,1,80000,0,558.864,26275.8805
17237,58,1,4,0,120000,0,16.0455,34378.0675
17238,59,1,4,1,120000,1,16.0455,34810.5455
17252,61,0,2,1,100000,1,190,17335.914
17255,61,1,3,0,80000,0,290.99,25159.517
17269,62,1,4,1,120000,0,583.072,39026.9625
17270,63,1,1,0,130000,0,16.0455,39624.675
17287,64,1,1,0,100000,1,209,23957.887
17288,64,1,4,1,110000,1,1258.3415,46411.386
17302,74,1,2,0,30000,0,3.1825,44901.8785
17305,60,1,3,1,60000,1,484.688,28450.6755
17319,62,1,1,0,60000,1,7.104,21146.377
17320,64,1,1,0,60000,0,558.776,22294.3835
17337,44,0,2,1,40000,1,190,20107.731
17338,43,1,2,1,40000,1,879.59,23929.144
17352,83,0,2,1,40000,1,87.896,22016.2555
17355,58,0,1,0,40000,0,190,17906.2855
17369,57,0,1,0,20000,0,636.256,20958.5729
17370,56,1,1,1,20000,0,981.392,17606.6371
17387,60,0,1,1,10000,1,555.464,20150.3157
17388,60,0,1,1,10000,1,3.792,16175.7186
17402,58,1,1,1,30000,0,481.288,17670.1499
17405,60,1,2,1,30000,1,555.464,19307.201
17406,59,0,0,1,40000,1,822.072,58461.1087
17419,62,1,0,1,40000,1,270.4,52344.684
17420,62,1,1,1,40000,1,1316.544,52277.1533
17437,48,0,1,0,30000,0,1130.728,18032.1726
17438,48,1,1,1,30000,0,481.288,11158.406
17452,61,1,0,0,20000,1,3.792,19346.1845
17455,63,1,0,1,10000,1,3.792,17580.6663
17456,63,0,0,0,10000,1,481.288,20134.5042
17469,69,1,0,1,10000,1,3.792,13371.6043
17470,69,1,0,1,10000,1,1049.936,16777.8763
17487,45,1,0,0,20000,1,90.083,25409.2815
17488,45,0,0,1,20000,0,590.393,21870.6005
17505,65,0,1,0,20000,0,555.464,15070.2919
17506,66,1,0,0,30000,1,3.792,19302.2069
17519,54,1,0,0,30000,0,19.992,14766.2478
17520,54,0,0,1,30000,1,497.488,16173.5858
17523,54,1,0,1,60000,1,558.776,54798.7168
17537,60,1,2,1,60000,1,7.104,24420.774
17538,97,0,1,0,50000,0,558.776,21341.0735
17555,51,1,0,1,40000,1,7.104,49122.7675
17556,50,1,1,1,40000,1,1530.744,54354.9892
17569,54,1,0,1,40000,1,484.6,51735.2707
17570,52,0,1,1,40000,1,7.104,50561.2384
17573,50,0,2,1,40000,1,810.59,22008
17587,69,0,1,1,40000,1,848.59,22330.34
17588,70,0,1,1,40000,1,259.99,24196.772
17605,68,1,2,0,20000,0,3.1825,44606.506
17606,67,0,2,0,20000,0,570.209,37982.3045
17620,66,1,2,1,30000,1,1245.4785,51351.2525
17623,65,1,1,1,40000,1,159,21331.966
17637,51,1,0,1,40000,1,959.58,20579.476
17638,51,0,0,0,40000,1,169,24841.602
17655,53,0,0,1,60000,1,1987.87,30546.0785
17656,54,0,1,1,60000,1,169,18749.0935
17670,53,0,0,0,60000,0,908.59,21317.382
17673,53,0,0,1,70000,0,815.87,27394.263
17687,54,1,0,1,10000,0,497.488,15809.514
17688,53,0,0,0,10000,0,19.992,25296.4703
17705,55,0,0,1,60000,1,7.104,49743.3996
17706,72,1,2,0,10000,0,19.992,12163.6735
17720,56,0,1,0,70000,0,7.104,25129.4855
17723,50,1,2,0,20000,0,19.992,14817.3923
17737,51,1,1,0,30000,0,497.488,13134.4699
17738,52,0,2,0,10000,0,19.992,16455.0999
17755,53,0,2,1,20000,0,571.664,16576.9096
17756,53,0,1,1,30000,0,19.992,22757.1812
17770,57,1,0,1,80000,0,1441,30005.597
17773,70,0,1,1,30000,1,3.1825,52658.347
17787,66,0,2,0,20000,1,658.293,41151.5875
17788,67,1,2,0,20000,1,3.1825,36807.7065
17805,51,0,0,1,60000,0,755.87,26455.97
17806,51,1,0,1,60000,1,159,21527.406
17820,51,1,0,1,60000,1,852.59,25158.821
17823,51,1,0,1,60000,1,805.87,18685.522
17837,52,1,0,0,60000,0,121,24064.787
17838,52,1,0,0,60000,1,810.59,25499.667
17855,54,1,0,0,70000,0,121,23464.182
17856,56,1,1,0,40000,0,810.59,26072.419
17870,51,1,2,1,70000,0,121,21574.359
17873,52,1,4,0,130000,0,14.3565,41966.3015
17887,68,0,4,1,100000,1,7.104,55493.2776
17888,69,0,4,0,120000,0,491.088,34062.495
17905,73,0,2,0,70000,1,1462.2,52497.6864
17906,73,1,3,1,80000,1,7.104,49574.9293
17920,77,1,2,1,90000,1,156.8,52957.497
17923,48,0,3,1,60000,1,7.104,24215.872
17924,48,0,2,0,70000,0,7.104,21824.4755
17937,49,1,3,1,80000,1,1530.744,23768.6465
17938,51,0,3,0,80000,0,7.104,24049.491
17955,51,0,3,1,100000,1,484.6,21622.682
17956,52,0,4,0,80000,0,7.104,24747.942
17973,84,1,2,1,60000,0,765.87,20880.0145
17974,84,0,2,0,60000,0,163,22902.9905
17987,80,0,2,0,60000,1,219,21002.755
17988,81,1,2,1,60000,0,815.87,24946.991
18005,75,0,2,1,70000,1,159,20728.349
18006,74,0,2,1,60000,0,159,21766.149
18023,72,1,2,1,60000,0,209,17037.2335
18024,72,0,1,1,60000,1,209,20257.3965
18037,70,1,2,1,60000,1,160,21358.749
18038,57,0,0,0,60000,1,1382,20352.926
18041,55,1,2,0,70000,0,160,18258.175
18055,79,1,2,1,20000,1,4.2415,22583.5845
18056,79,1,2,1,20000,1,511.581,34919.6495
18073,46,1,2,0,40000,0,160,24940.441
18074,47,1,2,0,40000,0,158,17661.323
18088,73,0,2,1,20000,1,511.5725,23797.2115
18091,71,1,2,0,20000,1,4.233,31950.529
18105,48,0,2,0,40000,1,158,24366.44
18106,48,1,2,1,40000,1,158,22066.259
18123,65,0,3,1,100000,1,7.104,22052.7125
18124,64,1,3,1,100000,1,484.6,23799.2765
16126,55,0,0,1,30000,1,489.488,12539.7643
16141,55,0,0,1,20000,0,570.28,26121.0766
16143,56,1,0,1,30000,0,11.992,13251.1892
16158,44,0,2,1,20000,1,19.992,16653.1052
16160,44,1,2,0,20000,0,19.992,19218.2822
16175,52,0,0,0,40000,0,484.6,50131.3113
16177,53,0,2,0,20000,1,497.488,16354.9118
16192,49,0,2,0,40000,0,208.05,23306.27
16194,50,0,0,1,50000,0,208.05,21649.847
16207,69,0,1,1,40000,1,180.5,24088.376
16209,69,0,2,0,20000,0,14.2405,42126.533
16211,69,0,2,0,20000,0,669.351,46232.8486
16224,67,0,2,1,20000,1,1256.5365,45782.5975
16226,67,0,2,1,30000,1,581.267,46567.707
16241,52,0,1,1,40000,0,689.5765,19599.6455
16243,50,0,0,1,40000,1,122.55,23095.611
16258,52,1,0,0,60000,0,1368.95,23978.067
16260,54,1,0,1,40000,1,208.05,23018.435
16275,53,0,0,0,70000,0,198.55,19680.352
16277,55,1,0,1,60000,0,721.8765,25816.7755
16292,57,0,1,0,80000,0,1857.1265,26382.4825
16294,58,1,0,1,60000,1,129.2,18912.923
16309,68,1,4,0,120000,0,13.512,35682.9169
16311,69,1,1,0,80000,1,7.104,54565.1829
16324,71,1,2,1,80000,0,484.6,59297.8001
16326,72,0,4,1,100000,1,819.096,47313.9545
16328,73,1,2,1,110000,0,491.008,31681.4069
16341,48,0,2,1,80000,0,7.104,25363.1615
16343,47,0,2,1,80000,1,7.104,23130.1975
16358,51,0,3,0,90000,1,7.104,21458.5655
16360,52,1,3,1,100000,0,7.104,27627.046
16375,75,0,2,1,30000,0,14.2405,44698.3315
16377,75,1,2,1,30000,0,14.2405,38964.4915
16392,82,0,2,1,50000,0,0,24799.436
16394,81,1,2,1,50000,1,815.6605,19484.3675
16409,77,1,3,1,70000,1,727.5765,18849.0885
16411,77,1,2,0,40000,0,1321.45,16156.055
16426,74,0,1,0,60000,0,154.85,20181.326
16428,75,0,2,0,70000,0,721.8765,26605.2585
16441,71,1,2,0,70000,0,1571.67,20914.101
16443,70,1,2,1,60000,1,765.87,21984.878
16445,55,1,2,0,70000,1,1391,25595.702
16458,56,1,3,0,100000,0,209,29477.997
16460,55,0,2,1,130000,1,3175.3655,42973.972
16475,47,1,2,1,40000,0,1497.68,25090.852
16477,47,1,2,1,40000,0,190,17408.383
16492,72,0,4,0,20000,1,5.9415,17294.83
16494,71,1,2,1,30000,1,5.9415,33813.949
16509,51,0,2,0,60000,0,209,16218.555
16511,47,0,2,0,60000,0,805.87,25693.039
16526,49,1,2,0,60000,1,169,19428.954
16528,57,1,3,0,120000,0,2520.255,37465.393
16543,62,1,1,1,70000,1,190,18785.964
16545,62,1,1,1,60000,1,786.87,25350.264
16558,63,0,1,1,60000,1,136,22497.545
16560,64,1,1,1,60000,1,805.87,28666.481
16562,65,1,0,1,60000,0,209,20221.862
16575,66,1,1,1,80000,1,879.59,27092.842
16577,65,1,1,0,60000,1,190,18979.972
16592,56,0,3,0,70000,1,7.192,31291.7955
16594,56,0,4,1,70000,1,7.192,27509.5905
16609,67,0,2,1,80000,1,136,23726.808
16611,68,0,2,0,80000,0,136,24416.855
16626,68,1,0,0,90000,0,190,17606.051
16628,89,0,3,0,130000,0,3175.3655,41445.6985
16643,62,1,4,0,120000,0,2520.255,38283.1705
16645,62,1,0,1,90000,1,190,20668.008
16660,87,0,2,1,50000,1,1410,22163.143
16662,87,0,4,1,120000,1,3175.3655,39606.9895
16675,71,1,2,1,40000,1,725.87,19321.188
16677,73,0,2,1,40000,1,129,24115.393
16679,72,0,2,0,40000,0,190,24760.227
16692,57,0,0,1,90000,1,7.192,23163.8915
16694,56,0,0,1,90000,0,7.192,24920.5465
16709,59,1,1,0,70000,0,1053.248,26910.154
16711,60,0,2,0,70000,0,484.6,24340.3725
16726,43,0,2,0,30000,1,581.267,44822.461
16728,45,1,2,1,30000,0,1256.5365,49324.2225
16743,45,0,2,1,40000,0,1428.68,24983.869
16745,81,0,1,1,50000,1,7.104,26676.44
16760,59,1,3,0,50000,0,786.87,23857.445
16762,56,1,0,1,40000,1,979.096,52923.2648
16777,58,1,1,0,30000,0,19.992,20626.521
16779,57,1,1,1,30000,1,19.992,13569.3577
16792,60,1,1,0,20000,0,19.992,16134.1964
16794,90,0,2,0,10000,0,19.992,14972.3425
16796,57,1,0,0,40000,0,501.6,57903.0789
16809,58,0,0,1,30000,1,19.992,14362.026
16811,60,1,0,1,40000,1,267.2,58201.238
16826,45,1,2,1,30000,0,497.488,22348.0939
16828,45,1,2,1,30000,1,19.992,15032.1343
16843,63,1,0,1,10000,1,3.792,13164.7276
16845,87,0,0,1,10000,1,3.792,22223.1767
16860,81,0,0,1,20000,1,3.792,21540.4884
16862,44,1,1,1,10000,0,5.9415,20599.4995
16877,47,0,0,0,10000,1,5.9415,25702.568
16879,46,0,0,0,20000,0,592.093,27740.7635
16894,64,0,1,0,10000,0,555.464,20828.3512
16896,66,0,1,0,20000,0,84.584,19891.1373
16909,53,1,1,0,20000,0,481.288,18610.257
16911,81,0,2,1,40000,1,7.104,24901.52
16913,48,1,2,1,40000,1,190,20655.129
16926,67,0,4,0,150000,0,13.512,34033.5008
16928,68,0,4,0,120000,1,991.112,40322.2535
16943,69,0,1,0,90000,0,900.632,54724.1152
16945,69,0,2,0,120000,0,491.008,27794.8497
16960,73,0,2,0,110000,0,13.592,39660.5247
16962,75,0,3,1,70000,1,348.96,49840.9682
16977,52,1,3,0,90000,0,484.6,25300.3415
16979,53,1,4,1,80000,0,984.704,20092.5625
16994,77,0,2,0,30000,0,658.293,40409.1985
16996,87,0,2,0,40000,0,786.87,26369.453
17011,82,0,2,1,50000,0,810.59,23125.844
17013,80,0,2,0,60000,0,1343,27432.196
17026,77,1,2,0,40000,1,196,20823.101
17028,76,1,2,0,40000,1,2100.55,24741.048
17030,76,0,2,1,40000,1,196,21341.353
17043,75,0,0,0,60000,0,879.59,22310.699
17045,74,0,0,0,60000,0,190,27317.122
17060,70,0,2,1,60000,0,860.86,25599.008
17062,58,0,0,0,70000,0,160,24712.519
17077,56,0,2,0,110000,0,583.072,39928.871
17079,60,0,0,1,80000,0,136,16435.982
17094,46,0,1,0,30000,1,570.209,40911.9215
17096,46,1,1,1,30000,1,3.1825,45583.3315
17111,73,1,2,1,20000,1,4.2415,26814.515
17113,43,1,2,1,30000,1,658.293,47577.273
17128,48,0,2,1,60000,1,2067.55,20820.674
17130,50,0,2,0,50000,0,1385,25965.413
17143,49,0,2,0,50000,0,852.59,25990.042
17145,49,0,2,1,60000,0,163,23029.441
17160,62,1,1,1,70000,1,1470.68,23144.566
17162,62,1,1,0,60000,0,852.59,23032.826
17177,56,1,1,0,60000,0,786.87,23741.767
17179,57,1,1,0,60000,0,160,22431.498
17194,65,1,3,1,70000,0,160,20525.533
17196,64,1,0,0,80000,0,160,20937.81
17211,56,1,1,1,60000,1,7.192,22476.515
17213,56,1,1,1,60000,1,484.688,27493.8135
17228,67,0,2,0,80000,0,263.99,19384.568
17230,67,1,2,0,80000,0,196,22695.28
17245,60,1,3,1,160000,1,583.072,34581.8395
17247,67,1,2,0,80000,0,190,20484.551
17260,61,0,3,1,160000,1,16.0455,41254.4025
17262,62,1,3,1,80000,1,219,20626.661
17277,88,1,2,1,40000,1,236.99,20586.453
17279,88,0,2,1,50000,1,732.87,22932.4
17294,70,1,2,0,60000,0,898.59,27634.981
17296,70,0,2,0,60000,1,190,24067.309
17311,57,0,0,0,90000,1,558.864,20711.3405
17313,61,1,1,0,60000,0,7.192,20013.0825
17328,66,1,1,0,70000,0,7.104,20341.1075
17330,70,0,2,1,30000,0,4.2415,24735.595
17345,46,0,2,0,30000,0,3.1825,43852.591
17347,45,0,2,0,30000,0,3.1825,43400.022
17362,58,1,0,0,60000,1,1428.68,23644.999
17364,59,1,1,0,60000,0,121,22222.992
17377,56,0,0,0,40000,0,267.2,49355.7225
17379,57,1,0,0,20000,0,3.792,15248.6073
17394,57,0,0,1,40000,0,1790.84,51200.7641
17396,57,0,0,0,40000,0,1244.8,52619.5194
17411,47,1,1,0,20000,1,481.288,15582.4746
17413,46,0,1,0,20000,0,3.792,16913.5987
17428,47,1,1,0,30000,0,3.792,12226.5832
17430,47,0,1,0,20000,0,3.792,15990.8257
17445,48,0,1,0,30000,0,3.792,21976.771
17447,49,1,0,1,40000,1,7.104,58046.3075
17462,66,0,0,1,10000,1,481.288,14974.1842
17464,67,0,0,1,10000,0,3.792,15287.8042
17479,80,1,1,1,10000,0,3.792,16932.5955
17481,43,0,1,1,10000,0,4.2415,30800.433
17494,62,1,0,1,30000,1,981.392,14958.7362
17496,63,1,1,0,10000,0,555.464,15478.8811
17511,65,0,0,1,30000,0,497.488,19195.0769
17513,53,0,1,0,20000,0,1066.136,19273.8853
17528,55,0,1,0,10000,0,19.992,14033.9774
17530,56,1,1,1,20000,0,19.992,16676.7722
17545,50,0,1,0,30000,0,19.992,15300.4479
17547,43,1,2,1,20000,1,19.992,9360.0627
17562,52,0,2,0,10000,0,19.992,11579.4792
17564,51,0,1,1,40000,0,7.104,56888.1643
17579,57,1,0,0,80000,0,755.87,28158.658
17581,58,1,0,1,80000,1,159,23720.175
17596,69,0,2,0,20000,0,3.1825,48664.083
17598,68,1,2,0,20000,0,1245.4785,47501.3535
17611,67,1,2,0,30000,1,3.1825,48599.8652
17613,67,0,2,1,30000,0,3.1825,29118.0447
17628,64,0,1,0,40000,0,2193.27,25445.929
17630,64,1,1,0,40000,1,196,17396.942
17645,52,1,0,1,50000,1,129,19453.239
17647,52,1,0,1,50000,1,129,21903.929
17662,53,0,0,0,60000,0,169,23094.0235
17664,55,0,0,0,60000,0,765.87,23926.5445
17679,58,0,1,0,80000,0,849.59,22519.0715
17681,57,1,0,0,60000,0,160,18793.1285
17696,53,0,0,1,40000,1,7.104,57469.2191
17698,54,1,0,0,40000,1,558.776,54051.1468
17713,55,0,0,0,30000,0,497.488,13116.6457
17715,57,0,0,1,90000,0,1053.248,22106.3975
17728,43,0,2,0,20000,0,571.664,18190.0209
17730,43,1,2,1,20000,0,19.992,16889.1058
17745,51,1,1,0,30000,0,19.992,15930.7918
17747,52,0,2,1,10000,1,19.992,17839.1852
17762,48,0,0,0,40000,0,815.87,23676.2875
17764,49,1,2,1,40000,0,219,19850.614
17779,68,0,1,1,30000,1,3.1825,47570.793
17781,68,1,2,0,20000,1,570.209,38228.6245
17796,65,0,1,0,40000,0,725.87,22525.275
17798,64,1,1,0,40000,0,129,24124.184
17813,51,1,0,1,40000,1,1470.68,23358.026
17815,53,1,0,1,50000,1,163,18499.713
17830,54,0,0,0,40000,1,209,21834.213
17832,54,1,0,1,40000,1,717.87,20090.425
17845,56,1,0,1,70000,0,196,21105.177
17847,55,1,1,0,70000,0,885.59,18491.866
17862,47,1,2,1,40000,1,717.87,21847.889
17864,47,1,1,1,40000,1,121,20812.671
17879,67,0,4,1,160000,1,1059.736,41680.063
17881,66,1,3,0,170000,0,13.592,36823.169
17896,78,0,4,1,110000,0,491.088,34680.1132
17898,71,1,2,0,80000,0,1053.248,59002.507
17913,73,0,4,1,100000,1,558.776,47230.1746
17915,73,1,4,0,170000,1,13.592,34555.0839
17930,48,1,3,0,70000,0,7.104,19148.443
17932,48,0,3,1,80000,1,7.104,25681.447
17947,51,0,4,1,80000,0,7.104,20713.216
17949,50,1,4,0,120000,0,600.508,33220.8155
17962,53,0,4,0,100000,0,484.6,24616.07
17964,53,0,4,0,110000,0,600.508,35680.0145
17979,83,1,2,1,60000,1,860.86,22828.865
17981,84,1,2,0,60000,0,163,23518.294
17996,77,1,1,1,40000,0,219,18774.294
17998,76,0,1,0,40000,0,1997.27,26146.035
18013,74,0,2,1,40000,1,755.87,27498.898
18015,74,0,2,1,60000,1,159,15638.651
18030,71,0,2,1,70000,0,849.59,22600.309
18032,72,0,2,1,70000,1,160,17479.151
18047,61,1,0,0,80000,0,160,24291.8435
18049,55,0,3,0,110000,0,583.072,35670.601
18062,79,0,2,1,10000,0,4.2415,18781.023
18064,77,0,2,0,20000,0,1701.921,30842.168
18066,78,1,2,0,30000,0,4.2415,24226.4505
18079,46,1,2,1,70000,1,1465.68,23324.705
18081,74,1,2,1,20000,1,4.2415,27475.013
18096,72,0,2,0,30000,1,90.0745,23521.67
18098,70,1,2,1,40000,0,7.104,21583.6925
18113,47,0,2,0,60000,0,2157.27,23765.073
18115,67,0,2,1,80000,1,1530.744,27948.9285
18130,58,0,4,1,130000,1,583.072,39838.215
18132,60,0,1,0,40000,0,885.59,23412.618
18147,61,0,1,1,60000,1,815.87,21828.3965
18149,62,1,2,1,40000,0,219,16147.9905
16135,72,0,1,0,20000,0,489.488,15318.8018
16149,58,0,1,0,70000,0,1053.248,24841.89
16150,60,0,2,1,60000,1,7.104,27389.133
16167,50,1,1,0,30000,0,19.992,18314.4846
16168,51,1,0,1,40000,1,7.104,59532.7408
16182,54,0,0,1,40000,0,7.104,52328.0419
16185,52,0,1,0,40000,0,7.104,53190.8507
16186,52,1,2,0,40000,0,565.392,53364.615
16199,58,1,0,0,80000,0,747.5265,21200.6795
16200,58,0,0,1,80000,1,1422.796,24776.839
16217,67,1,2,0,30000,1,581.267,35682.2641
16218,67,1,2,0,20000,0,14.2405,51212.1491
16232,65,0,1,1,40000,0,765.5765,19070.7195
16235,65,0,1,1,40000,0,2007.8725,24670.7185
16236,65,0,1,0,40000,0,198.55,22481.325
16249,51,1,0,1,50000,1,0,18368.798
16250,52,1,0,1,70000,1,775.0765,20834.7515
16267,54,1,0,0,60000,0,208.05,21615.554
16268,54,1,0,0,60000,0,765.5765,23133.6545
16285,57,1,1,0,40000,1,154.85,17870.452
16286,53,0,0,1,60000,0,696.2265,22685.7865
16299,54,1,0,0,60000,0,180.5,28409.978
16300,52,0,4,1,120000,1,14.3565,38945.1635
16303,67,0,4,1,100000,1,7.104,51850.7817
16317,77,0,1,1,120000,1,94.304,29718.3257
16318,77,0,4,1,150000,1,13.512,38402.1969
16335,77,0,2,0,90000,0,819.096,57229.2171
16336,76,0,2,1,90000,1,1547.744,53114.1517
16349,50,0,2,1,90000,1,7.104,27666.8805
16350,49,1,3,1,90000,1,7.104,21687.425
16353,50,0,3,1,110000,0,600.508,38911.7905
16367,53,0,4,1,100000,0,484.6,23826.8965
16368,53,1,4,1,90000,0,7.104,25610.879
16385,86,0,2,1,60000,1,880.251,20049.703
16386,84,0,2,0,60000,1,129.2,20835.528
16400,80,0,2,0,60000,0,727.5765,22387.4765
16403,79,0,2,0,30000,0,14.2405,48713.312
16417,76,0,1,0,60000,0,303.9905,18538.5015
16418,76,0,0,1,60000,1,208.05,21490.631
16435,73,0,1,1,70000,0,163,18684.155
16436,73,1,1,1,70000,1,163,21988.823
16450,56,0,1,1,80000,0,169,23528.864
16453,57,0,3,0,120000,0,2520.255,37006.934
16467,46,1,1,0,30000,0,110.181,44686.1145
16468,46,0,2,1,60000,1,805.87,22190.874
16485,75,1,2,1,20000,0,5.9415,26252.5725
16486,73,1,2,0,20000,0,5.9415,20443.9305
16500,68,1,2,1,80000,1,7.104,26840.1785
16503,48,0,2,1,40000,0,190,18638.757
16517,65,0,3,1,100000,0,558.864,23340.3615
16518,65,0,3,1,100000,1,984.792,22956.397
16535,59,1,3,0,60000,0,169,18483.554
16536,60,0,3,1,60000,0,765.87,25219.255
16550,63,0,1,1,60000,1,136,22640.347
16553,57,1,1,0,60000,0,136,19648.889
16567,64,0,0,1,60000,1,209,18900.783
16568,64,1,0,0,60000,1,209,17923.319
16585,54,1,0,0,90000,0,7.192,21315.7335
16586,54,1,0,0,90000,1,7.192,23854.4745
16600,58,0,0,0,90000,1,87.984,21060.1095
16603,71,0,3,0,60000,0,121,20807.856
16617,58,1,4,1,120000,0,16.0455,39523.5715
16618,60,1,1,0,90000,0,2040.55,28992.208
16635,61,1,3,1,80000,0,1497.68,29020.818
16636,61,1,4,1,90000,1,190,26122.229
16650,69,0,2,0,60000,1,190,21669.176
16653,69,0,2,1,70000,1,188,21296.965
16667,69,1,2,1,60000,1,188,19814.114
16668,69,1,1,0,70000,1,229.99,28239.068
16685,74,1,2,1,40000,1,786.87,24317.927
16686,60,0,3,0,60000,1,7.192,29389.0375
16700,62,1,1,1,60000,0,7.192,25789.9865
16703,64,0,1,1,60000,0,7.104,23993.5045
16704,64,1,1,0,90000,0,7.104,21801.2815
16717,62,0,2,1,70000,0,558.776,23709.524
16718,63,1,3,0,70000,1,7.104,25151.153
16735,47,0,2,0,30000,0,14.2405,45336.1615
16736,46,1,2,0,40000,0,786.87,22019.502
16753,49,0,2,0,40000,0,0,23207.569
16754,48,0,2,0,40000,1,2101.59,23797.45
16767,57,0,1,1,20000,0,19.992,11239.9254
16768,56,1,1,1,20000,0,19.992,19002.8767
16785,59,0,1,0,10000,0,19.992,16587.3355
16786,92,0,1,1,30000,1,19.992,19081.109
16803,60,1,0,1,30000,0,19.992,14198.5705
16804,61,1,0,0,30000,0,19.992,15157.1073
16817,45,0,1,0,20000,0,497.488,19912.6713
16818,61,1,0,1,40000,1,267.2,51263.8566
16821,60,0,0,1,40000,1,348.96,47982.6423
16835,50,1,2,0,20000,0,1543.632,20234.1859
16836,49,0,2,1,20000,1,19.992,14159.1946
16853,85,0,0,1,20000,1,481.288,16725.091
16854,83,1,1,0,10000,0,981.392,18610.8825
16868,48,0,2,1,10000,1,5.9415,23896.4435
16871,44,0,0,1,10000,0,5.9415,25807.5169
16885,62,1,0,1,30000,1,555.464,20988.8257
16886,62,0,0,0,30000,1,3.792,15055.8173
16903,64,1,0,0,40000,0,348.96,56797.6352
16904,53,1,1,0,10000,1,3.792,17495.3315
16918,50,1,1,1,60000,0,136,21960.24
16921,51,1,2,1,70000,0,136,22884.745
16935,79,1,2,0,70000,1,1326.56,46292.4685
16936,79,0,3,1,60000,1,348.96,51757.9309
16953,71,0,2,0,90000,1,826.456,55166.3728
16954,72,1,2,1,160000,1,565.264,35652.1572
16968,76,1,4,0,170000,0,13.592,37860.7384
16971,48,0,2,1,80000,1,7.104,26212.5135
16985,53,1,4,1,100000,0,7.104,21471.2595
16986,53,1,4,0,100000,0,0,24708.841
17003,85,1,2,1,60000,0,190,18859.799
17004,84,1,2,1,60000,1,190,24078.532
17018,78,0,3,0,30000,0,3.1825,43677.525
17021,78,0,3,0,40000,0,196,21330.264
17035,75,1,2,1,40000,1,219,19763.609
17036,75,1,2,1,40000,1,219,21156.875
17053,72,0,2,1,60000,1,163,21251.709
17054,73,0,2,1,60000,1,852.59,21737.559
17068,54,1,0,1,80000,1,160,21842.148
17071,56,0,1,1,80000,0,160,25361.217
17085,55,0,3,0,110000,0,583.072,39283.432
17086,44,0,2,1,40000,1,825.59,24315.801
17103,76,0,2,1,20000,1,592.093,34199.7205
17104,75,0,2,1,20000,0,1203.311,29534.423
17118,69,0,2,0,40000,0,484.688,25690.9435
17121,68,0,2,1,80000,0,1685.8,25112.417
17135,67,0,2,0,80000,1,484.688,25211.4555
17136,67,1,2,0,70000,0,7.192,20659.8995
17153,61,0,2,1,70000,1,849.59,24843.358
17154,61,1,2,1,70000,0,160,20346.552
17168,63,0,1,1,60000,0,596.87,23410.817
17171,63,1,1,1,60000,1,2187.27,25094.945
17172,62,0,1,1,60000,1,190,22009.22
17185,64,1,1,1,60000,1,160,18914.26
17186,64,0,1,1,60000,1,756.87,23839.457
17203,55,1,0,1,80000,0,1053.336,25899.844
17204,54,0,0,1,90000,1,484.688,23558.954
17221,57,1,4,0,80000,0,7.192,18139.412
17222,66,1,2,1,60000,1,163,23450.117
17235,59,0,4,1,100000,1,792.87,27480.518
17236,59,0,4,0,120000,0,671.156,39592.499
17253,60,1,4,1,130000,1,16.0455,35224.0085
17254,61,0,4,0,160000,0,16.0455,34443.9275
17271,69,0,2,1,60000,0,219,27165.589
17272,69,0,2,1,60000,0,1526.68,24654.372
17285,64,1,3,1,80000,0,805.87,24950.429
17286,64,1,4,1,100000,1,209,20096.474
17289,63,0,4,1,110000,0,583.072,41427.7685
17303,75,1,2,1,30000,1,1812.505,41564.1425
17304,59,0,2,1,60000,0,7.192,23357.827
17321,63,1,1,1,60000,0,7.104,22492.559
17322,64,0,1,0,60000,1,7.104,17762.3555
17336,43,1,2,0,30000,1,3.1825,50184.3665
17339,87,1,2,0,30000,1,590.393,32226.623
